interaction_id,user_id,product_id,action,timestamp
630,41,99,search,2025-01-02T18:52:00
631,10,122,view,2025-01-11T15:22:59
632,12,25,view,2025-01-06T11:33:45
633,20,59,add_to_cart,2025-01-15T13:27:14
634,29,57,view,2025-01-03T08:11:47
635,2,147,wishlist,2025-01-12T09:55:44
636,46,52,view,2025-01-09T20:31:23
637,8,40,search,2025-01-14T21:10:49
638,48,77,view,2025-01-03T16:42:51
639,17,136,add_to_cart,2025-01-16T10:52:01
640,32,32,view,2025-01-06T12:44:55
641,1,64,view,2025-01-05T22:11:22
642,31,71,search,2025-01-10T19:20:14
643,9,90,view,2025-01-08T10:33:57
644,14,115,add_to_cart,2025-01-13T11:01:29
645,25,104,view,2025-01-07T15:25:14
646,33,129,wishlist,2025-01-11T18:33:47
647,7,121,add_to_cart,2025-01-16T21:43:22
648,27,148,view,2025-01-04T10:55:11
649,18,83,view,2025-01-12T08:27:41
650,5,69,wishlist,2025-01-09T14:17:29
651,45,50,view,2025-01-06T19:54:51
652,41,132,view,2025-01-15T12:30:41
653,10,119,add_to_cart,2025-01-17T10:45:19
654,12,44,view,2025-01-03T18:51:30
655,20,145,search,2025-01-07T13:29:14
656,29,129,view,2025-01-09T11:38:52
657,2,87,view,2025-01-05T09:40:17
658,46,38,wishlist,2025-01-14T22:15:41
659,8,54,view,2025-01-10T17:52:29
660,48,112,add_to_cart,2025-01-11T16:39:00
661,17,128,view,2025-01-03T16:20:40
662,32,18,view,2025-01-08T07:45:09
663,1,97,view,2025-01-05T18:14:11
664,31,120,search,2025-01-12T13:33:55
665,9,74,view,2025-01-10T21:51:22
666,14,134,wishlist,2025-01-06T12:57:44
667,25,40,view,2025-01-11T20:45:37
668,33,16,add_to_cart,2025-01-15T08:27:57
669,7,86,view,2025-01-08T09:22:49
670,27,47,search,2025-01-03T20:38:33
671,18,106,view,2025-01-15T14:21:52
672,5,110,view,2025-01-07T10:11:59
673,45,122,add_to_cart,2025-01-12T15:49:26
674,41,33,view,2025-01-04T19:33:17
675,10,140,view,2025-01-02T16:25:41
676,12,88,search,2025-01-13T18:14:21
677,20,102,view,2025-01-11T10:33:33
678,29,150,wishlist,2025-01-09T14:41:58
679,2,75,add_to_cart,2025-01-17T09:33:21
680,46,64,view,2025-01-08T12:22:44
681,8,108,view,2025-01-06T13:16:12
682,48,147,search,2025-01-05T22:28:37
683,17,41,view,2025-01-04T11:50:46
684,32,116,wishlist,2025-01-10T09:52:49
685,1,146,view,2025-01-07T17:47:31
686,31,28,add_to_cart,2025-01-15T20:43:27
687,9,44,view,2025-01-02T09:21:10
688,14,143,view,2025-01-12T16:30:37
689,25,57,add_to_cart,2025-01-14T19:23:41
690,33,104,view,2025-01-06T20:42:12
691,7,68,wishlist,2025-01-11T09:20:58
692,27,115,view,2025-01-09T15:19:43
693,18,36,search,2025-01-13T22:29:11
694,5,90,view,2025-01-04T12:50:52
695,45,37,add_to_cart,2025-01-16T18:34:41
696,41,150,view,2025-01-03T15:21:14
697,10,139,view,2025-01-07T22:49:35
698,12,30,wishlist,2025-01-10T18:25:53
699,20,120,view,2025-01-15T14:55:59
700,29,80,search,2025-01-06T17:40:32
701,2,66,view,2025-01-08T16:33:11
702,46,122,view,2025-01-11T18:29:44
703,8,37,add_to_cart,2025-01-12T12:42:17
704,48,119,view,2025-01-04T12:51:03
705,17,108,view,2025-01-15T11:33:27
706,32,51,wishlist,2025-01-02T14:18:19
707,1,129,search,2025-01-09T18:13:23
708,31,62,view,2025-01-03T19:20:48
709,9,91,view,2025-01-05T15:29:12
710,14,132,add_to_cart,2025-01-16T12:49:27
711,25,85,view,2025-01-07T08:51:56
712,33,30,view,2025-01-12T09:31:48
713,7,133,search,2025-01-04T10:25:18
714,27,52,add_to_cart,2025-01-17T21:33:45
715,18,74,view,2025-01-08T14:37:40
716,5,20,view,2025-01-03T17:58:32
717,45,144,wishlist,2025-01-10T22:33:49
718,41,73,view,2025-01-11T20:48:22
719,10,141,search,2025-01-15T10:20:11
720,12,123,add_to_cart,2025-01-14T09:17:39
721,20,66,view,2025-01-05T09:44:28
722,29,149,view,2025-01-06T18:23:58
723,2,57,wishlist,2025-01-07T13:31:22
724,46,45,view,2025-01-10T10:21:11
725,8,110,search,2025-01-15T19:45:37
726,48,118,view,2025-01-02T16:34:51
727,17,144,add_to_cart,2025-01-12T20:53:02
728,32,60,view,2025-01-08T14:50:09
729,1,145,view,2025-01-04T11:13:57
730,31,27,view,2025-01-06T22:49:16
731,9,146,wishlist,2025-01-13T11:31:27
732,14,104,view,2025-01-03T14:47:50
733,25,123,search,2025-01-11T12:56:33
734,33,83,add_to_cart,2025-01-15T19:42:51
735,7,64,view,2025-01-09T20:31:10
736,27,121,view,2025-01-07T21:22:02
737,18,130,view,2025-01-14T15:18:43
738,5,19,search,2025-01-02T13:21:37
739,45,84,view,2025-01-10T15:32:48
740,41,50,wishlist,2025-01-12T20:52:19
741,10,88,view,2025-01-06T12:20:48
742,12,69,add_to_cart,2025-01-15T17:28:51
743,20,91,view,2025-01-04T18:42:04
744,29,147,view,2025-01-03T14:37:25
745,2,55,search,2025-01-16T19:51:41
746,46,82,view,2025-01-09T16:30:12
747,8,28,add_to_cart,2025-01-14T11:59:49
748,48,103,view,2025-01-08T18:41:25
749,17,136,wishlist,2025-01-13T07:53:29
750,32,98,view,2025-01-02T21:45:12
751,14,112,view,2025-01-06T14:55:21
752,7,38,search,2025-01-12T10:41:54
753,25,129,wishlist,2025-01-08T19:30:27
754,33,57,view,2025-01-15T17:52:33
755,12,95,add_to_cart,2025-01-10T16:49:41
756,48,146,view,2025-01-04T13:20:18
757,5,64,view,2025-01-03T11:25:29
758,29,128,search,2025-01-14T18:31:32
759,8,89,add_to_cart,2025-01-16T13:51:05
760,41,37,view,2025-01-07T09:29:44
761,14,150,view,2025-01-05T14:32:58
762,20,112,search,2025-01-03T19:49:57
763,36,139,view,2025-01-11T18:34:31
764,4,52,view,2025-01-06T12:33:20
765,30,101,wishlist,2025-01-14T11:39:44
766,9,133,view,2025-01-10T17:44:12
767,15,88,add_to_cart,2025-01-16T20:09:33
768,27,126,view,2025-01-03T13:22:41
769,45,111,view,2025-01-12T21:44:50
770,19,76,search,2025-01-02T18:21:17
771,1,87,view,2025-01-09T10:28:56
772,37,120,add_to_cart,2025-01-15T15:14:32
773,11,66,view,2025-01-06T16:51:18
774,23,145,view,2025-01-07T19:43:50
775,44,133,wishlist,2025-01-08T18:44:11
776,10,56,view,2025-01-04T23:19:30
777,47,138,search,2025-01-10T09:57:33
778,3,91,view,2025-01-11T20:34:12
779,35,70,add_to_cart,2025-01-16T14:22:41
780,24,108,view,2025-01-03T17:15:27
781,12,146,view,2025-01-05T15:39:19
782,45,97,view,2025-01-13T08:56:54
783,38,134,search,2025-01-07T12:24:40
784,26,39,view,2025-01-04T13:14:11
785,2,141,wishlist,2025-01-09T21:32:52
786,31,96,add_to_cart,2025-01-17T08:55:21
787,17,130,view,2025-01-15T10:11:40
788,48,110,view,2025-01-03T15:52:49
789,29,65,search,2025-01-11T17:42:03
790,7,34,view,2025-01-02T10:37:21
791,27,90,wishlist,2025-01-06T21:10:59
792,18,23,view,2025-01-07T08:19:51
793,5,117,add_to_cart,2025-01-14T09:54:41
794,45,43,view,2025-01-13T17:29:12
795,41,143,view,2025-01-05T11:18:01
796,10,142,search,2025-01-09T09:29:57
797,12,30,view,2025-01-06T14:39:15
798,20,83,wishlist,2025-01-12T17:49:22
799,29,140,view,2025-01-04T16:17:43
800,2,91,add_to_cart,2025-01-13T12:42:35
801,46,104,view,2025-01-08T10:33:18
802,8,148,view,2025-01-05T18:39:59
803,38,16,search,2025-01-11T19:40:44
804,17,44,view,2025-01-03T20:51:56
805,32,112,add_to_cart,2025-01-16T18:41:17
806,1,121,view,2025-01-08T11:52:21
807,31,74,view,2025-01-06T20:45:13
808,9,57,wishlist,2025-01-10T21:49:51
809,14,103,view,2025-01-12T16:39:42
810,25,74,view,2025-01-03T14:27:20
811,33,150,search,2025-01-07T12:33:10
812,7,130,view,2025-01-05T17:45:26
813,27,53,add_to_cart,2025-01-17T13:19:33
814,18,101,view,2025-01-04T18:53:14
815,5,37,wishlist,2025-01-09T20:42:31
816,45,135,view,2025-01-15T07:43:38
817,41,26,view,2025-01-08T15:44:22
818,10,114,add_to_cart,2025-01-14T12:45:20
819,12,145,view,2025-01-02T19:31:44
820,20,71,search,2025-01-06T14:29:11
821,29,109,view,2025-01-09T09:31:51
822,2,43,view,2025-01-11T18:28:05
823,46,135,search,2025-01-12T09:33:14
824,8,122,wishlist,2025-01-05T13:57:21
825,48,82,add_to_cart,2025-01-15T10:47:22
826,17,148,view,2025-01-03T15:44:18
827,32,89,view,2025-01-07T19:22:03
828,1,15,search,2025-01-10T12:51:33
829,31,18,view,2025-01-05T22:14:29
830,9,71,add_to_cart,2025-01-16T19:47:18
831,14,110,view,2025-01-04T17:08:01
832,25,83,view,2025-01-08T14:49:55
833,33,97,wishlist,2025-01-11T21:17:14
834,7,146,view,2025-01-03T13:31:10
835,27,77,search,2025-01-09T20:34:12
836,18,51,view,2025-01-13T09:20:49
837,5,20,view,2025-01-06T18:15:42
838,45,132,wishlist,2025-01-02T22:30:14
839,41,104,view,2025-01-15T11:28:53
840,10,59,search,2025-01-12T15:24:17
841,12,141,add_to_cart,2025-01-08T10:37:41
842,20,48,view,2025-01-03T17:20:25
843,29,62,view,2025-01-07T12:11:33
844,2,139,wishlist,2025-01-10T18:29:49
845,46,54,view,2025-01-04T11:19:57
846,8,27,search,2025-01-15T19:49:32
847,48,71,view,2025-01-06T09:33:19
848,17,137,add_to_cart,2025-01-14T08:55:03
849,32,60,view,2025-01-09T20:33:28
850,1,52,view,2025-01-05T15:25:31
851,31,115,wishlist,2025-01-12T18:12:17
852,9,39,view,2025-01-04T09:22:51
853,14,143,search,2025-01-07T21:33:06
854,25,21,view,2025-01-10T19:34:44
855,33,71,add_to_cart,2025-01-17T14:42:15
856,7,129,view,2025-01-02T17:31:28
857,27,126,view,2025-01-05T09:17:30
858,18,136,wishlist,2025-01-11T16:43:29
859,5,86,view,2025-01-03T13:45:22
860,45,68,search,2025-01-15T11:33:10
861,41,40,view,2025-01-07T14:57:39
862,10,117,view,2025-01-09T13:44:27
863,12,133,add_to_cart,2025-01-14T10:11:30
864,20,34,view,2025-01-11T10:17:14
865,29,101,view,2025-01-04T22:29:53
866,2,58,search,2025-01-13T21:44:36
867,46,77,view,2025-01-03T18:21:07
868,8,140,view,2025-01-09T21:31:42
869,48,49,wishlist,2025-01-08T17:43:41
870,17,57,view,2025-01-12T08:39:11
871,32,135,add_to_cart,2025-01-16T12:25:10
872,1,148,view,2025-01-03T10:47:24
873,31,82,view,2025-01-10T22:35:59
874,9,53,wishlist,2025-01-05T19:49:51
875,14,38,view,2025-01-06T15:09:29
876,25,62,add_to_cart,2025-01-13T12:42:40
877,33,128,view,2025-01-04T13:43:14
878,7,116,search,2025-01-11T11:27:33
879,27,90,view,2025-01-07T20:25:19
880,18,102,add_to_cart,2025-01-16T19:14:45
881,5,144,view,2025-01-02T21:58:51
882,45,150,view,2025-01-10T09:31:33
883,41,68,wishlist,2025-01-14T22:29:52
884,10,83,view,2025-01-12T17:48:35
885,12,55,search,2025-01-07T13:22:31
886,20,129,view,2025-01-11T16:54:41
887,29,147,wishlist,2025-01-09T12:10:52
888,2,96,view,2025-01-04T10:35:20
889,46,126,add_to_cart,2025-01-15T14:49:42
890,8,43,view,2025-01-06T19:51:11
891,48,109,view,2025-01-07T21:39:22
892,17,133,search,2025-01-13T15:55:47
893,32,81,view,2025-01-05T15:54:02
894,1,119,view,2025-01-09T18:42:15
895,31,24,add_to_cart,2025-01-17T09:59:33
896,9,41,view,2025-01-08T08:21:29
897,14,122,wishlist,2025-01-11T21:15:33
898,25,130,view,2025-01-03T10:12:10
899,33,40,view,2025-01-06T15:43:49
900,7,143,add_to_cart,2025-01-14T16:22:11
901,20,83,view,2025-01-14T15:33:51
902,33,109,wishlist,2025-01-08T10:22:11
903,12,147,view,2025-01-05T11:45:39
904,45,60,search,2025-01-10T19:14:55
905,29,145,add_to_cart,2025-01-17T16:21:01
906,32,41,view,2025-01-06T09:34:40
907,17,24,view,2025-01-11T13:39:19
908,8,134,add_to_cart,2025-01-15T20:51:47
909,48,110,view,2025-01-03T15:22:27
910,14,71,view,2025-01-02T19:48:31
911,7,136,wishlist,2025-01-12T14:20:50
912,2,55,view,2025-01-08T17:52:13
913,26,139,search,2025-01-04T13:53:15
914,11,24,view,2025-01-05T09:43:10
915,37,130,add_to_cart,2025-01-14T21:19:42
916,9,89,view,2025-01-07T16:22:59
917,5,111,view,2025-01-03T20:33:47
918,41,134,wishlist,2025-01-11T09:51:32
919,10,146,view,2025-01-13T17:19:33
920,25,92,search,2025-01-06T12:42:17
921,44,57,view,2025-01-04T16:25:55
922,30,128,search,2025-01-07T20:11:58
923,22,95,add_to_cart,2025-01-16T09:48:29
924,18,112,view,2025-01-15T10:52:12
925,36,71,view,2025-01-03T14:40:41
926,3,110,wishlist,2025-01-10T13:11:47
927,47,43,view,2025-01-05T18:29:12
928,1,66,view,2025-01-02T11:39:21
929,35,119,add_to_cart,2025-01-14T14:42:10
930,12,137,view,2025-01-07T18:50:41
931,31,21,view,2025-01-08T09:53:12
932,49,147,search,2025-01-13T20:45:55
933,8,130,view,2025-01-06T10:23:04
934,40,11,view,2025-01-03T15:33:25
935,6,40,wishlist,2025-01-11T17:31:14
936,27,54,view,2025-01-14T12:45:44
937,19,62,add_to_cart,2025-01-16T11:15:30
938,46,142,view,2025-01-09T08:55:17
939,28,145,view,2025-01-03T19:51:33
940,23,134,search,2025-01-07T22:31:40
941,14,64,view,2025-01-11T15:43:18
942,5,120,view,2025-01-06T20:23:55
943,32,44,add_to_cart,2025-01-17T19:50:23
944,11,146,wishlist,2025-01-12T10:12:47
945,37,52,view,2025-01-05T11:29:11
946,2,103,view,2025-01-09T08:29:33
947,41,114,search,2025-01-10T18:55:29
948,10,68,view,2025-01-04T12:43:57
949,20,91,add_to_cart,2025-01-15T16:39:32
950,26,39,view,2025-01-02T21:34:50
951,48,74,view,2025-01-06T14:20:47
952,14,41,search,2025-01-03T18:50:12
953,22,70,view,2025-01-13T15:22:44
954,9,101,wishlist,2025-01-09T17:23:19
955,12,32,view,2025-01-04T08:47:53
956,35,91,search,2025-01-11T19:43:56
957,7,108,view,2025-01-08T16:28:51
958,33,82,add_to_cart,2025-01-17T12:35:59
959,19,59,view,2025-01-06T12:51:40
960,25,149,wishlist,2025-01-12T11:28:57
961,44,73,view,2025-01-10T20:52:15
962,18,65,add_to_cart,2025-01-14T18:59:42
963,3,48,view,2025-01-05T19:20:51
964,47,126,view,2025-01-07T08:22:49
965,41,54,wishlist,2025-01-15T16:55:32
966,10,120,view,2025-01-03T13:28:44
967,30,94,view,2025-01-14T09:21:31
968,2,52,add_to_cart,2025-01-16T10:48:49
969,17,109,search,2025-01-11T22:23:56
970,5,80,view,2025-01-03T20:54:21
971,20,30,wishlist,2025-01-09T12:43:25
972,23,53,view,2025-01-10T17:52:44
973,29,91,add_to_cart,2025-01-15T18:42:18
974,1,47,view,2025-01-06T11:31:51
975,32,130,view,2025-01-11T12:55:10
976,27,101,search,2025-01-02T13:12:57
977,8,125,view,2025-01-07T20:41:08
978,35,144,wishlist,2025-01-12T18:18:32
979,41,49,view,2025-01-03T15:41:47
980,12,140,add_to_cart,2025-01-14T14:29:59
981,45,63,view,2025-01-05T16:28:14
982,10,150,view,2025-01-09T18:13:55
983,18,39,search,2025-01-11T10:55:50
984,26,112,view,2025-01-04T09:52:31
985,37,58,wishlist,2025-01-08T14:55:22
986,2,108,view,2025-01-07T10:49:11
987,44,129,add_to_cart,2025-01-17T11:22:25
988,29,33,view,2025-01-06T19:29:19
989,3,17,view,2025-01-02T20:58:30
990,25,84,search,2025-01-12T16:22:13
991,7,40,add_to_cart,2025-01-15T10:44:40
992,32,111,wishlist,2025-01-03T13:55:12
993,9,147,view,2025-01-08T21:15:51
994,14,26,view,2025-01-09T09:24:28
995,1,74,view,2025-01-05T14:30:09
996,33,132,search,2025-01-11T15:57:41
997,11,141,view,2025-01-06T12:49:56
998,46,139,add_to_cart,2025-01-14T21:44:52
999,48,115,view,2025-01-03T19:17:52
1000,17,43,view,2025-01-04T11:55:32
1001,20,129,view,2025-01-12T18:12:18
1002,22,35,wishlist,2025-01-10T20:41:49
1003,29,66,search,2025-01-14T22:23:40
1004,3,91,view,2025-01-06T10:33:14
1005,12,54,view,2025-01-05T21:29:33
1006,8,110,wishlist,2025-01-11T13:50:42
1007,27,28,add_to_cart,2025-01-15T19:49:59
1008,32,143,view,2025-01-03T17:32:16
1009,1,124,view,2025-01-07T14:39:52
1010,45,95,search,2025-01-12T12:39:41
1011,7,33,view,2025-01-04T11:33:10
1012,36,137,view,2025-01-09T15:42:31
1013,14,49,wishlist,2025-01-13T19:58:11
1014,10,119,view,2025-01-05T17:49:40
1015,5,70,view,2025-01-03T08:47:33
1016,23,126,search,2025-01-11T21:42:59
1017,19,16,view,2025-01-06T20:49:37
1018,11,62,wishlist,2025-01-10T18:22:11
1019,25,84,view,2025-01-07T14:43:02
1020,37,142,add_to_cart,2025-01-15T14:38:29
1021,41,50,view,2025-01-03T18:23:18
1022,46,115,view,2025-01-08T12:12:29
1023,2,132,search,2025-01-11T11:42:41
1024,22,88,view,2025-01-14T13:54:28
1025,29,121,add_to_cart,2025-01-16T20:29:21
1026,32,63,view,2025-01-02T17:44:55
1027,18,130,wishlist,2025-01-10T19:39:22
1028,6,93,view,2025-01-06T17:24:14
1029,14,146,view,2025-01-09T08:55:33
1030,12,35,add_to_cart,2025-01-13T09:31:27
1031,48,45,view,2025-01-05T12:35:19
1032,30,142,search,2025-01-03T20:41:58
1033,1,78,view,2025-01-07T19:28:33
1034,20,39,view,2025-01-04T18:21:55
1035,9,54,wishlist,2025-01-06T13:55:50
1036,5,147,view,2025-01-10T15:49:44
1037,27,82,add_to_cart,2025-01-17T14:22:51
1038,33,68,view,2025-01-11T10:33:16
1039,44,98,search,2025-01-08T19:58:10
1040,7,75,view,2025-01-02T16:52:41
1041,25,66,wishlist,2025-01-09T12:54:38
1042,35,117,view,2025-01-05T18:17:09
1043,3,30,view,2025-01-03T12:30:48
1044,23,148,add_to_cart,2025-01-12T20:34:14
1045,48,113,view,2025-01-07T09:31:22
1046,10,72,view,2025-01-04T14:28:29
1047,41,150,search,2025-01-11T18:51:39
1048,12,18,view,2025-01-06T10:47:41
1049,2,57,wishlist,2025-01-10T21:31:17
1050,33,39,view,2025-01-08T09:14:44
1051,20,72,view,2025-01-14T12:45:21
1052,14,119,wishlist,2025-01-09T17:12:44
1053,7,94,search,2025-01-06T15:28:31
1054,25,108,view,2025-01-08T21:14:49
1055,33,147,add_to_cart,2025-01-17T10:42:15
1056,12,53,view,2025-01-04T20:31:41
1057,48,70,view,2025-01-05T17:52:31
1058,5,131,add_to_cart,2025-01-16T13:19:48
1059,29,84,view,2025-01-07T09:31:21
1060,8,66,wishlist,2025-01-12T14:18:33
1061,41,136,view,2025-01-09T11:42:55
1062,10,103,search,2025-01-03T13:49:51
1063,32,128,view,2025-01-06T20:25:14
1064,17,41,view,2025-01-05T15:35:47
1065,46,101,search,2025-01-14T18:33:01
1066,2,75,view,2025-01-03T18:50:19
1067,45,117,view,2025-01-10T19:42:33
1068,11,22,wishlist,2025-01-12T09:44:55
1069,36,83,view,2025-01-08T07:41:29
1070,1,140,view,2025-01-04T12:51:37
1071,37,60,add_to_cart,2025-01-17T11:38:22
1072,12,43,view,2025-01-06T14:20:57
1073,22,52,view,2025-01-11T10:42:33
1074,29,142,wishlist,2025-01-14T08:41:29
1075,7,97,view,2025-01-05T10:18:52
1076,25,119,add_to_cart,2025-01-16T14:51:27
1077,33,61,view,2025-01-02T09:45:11
1078,8,37,search,2025-01-09T22:58:40
1079,48,144,view,2025-01-07T19:45:31
1080,5,50,wishlist,2025-01-11T13:55:42
1081,41,18,view,2025-01-04T17:38:01
1082,10,136,view,2025-01-03T11:50:39
1083,46,54,add_to_cart,2025-01-15T09:43:21
1084,2,98,view,2025-01-07T18:41:32
1085,20,142,search,2025-01-05T20:49:27
1086,14,72,view,2025-01-12T09:39:53
1087,37,84,view,2025-01-02T15:12:24
1088,23,130,wishlist,2025-01-11T16:34:22
1089,12,38,add_to_cart,2025-01-13T12:49:10
1090,45,147,view,2025-01-08T14:20:14
1091,29,89,view,2025-01-05T14:42:11
1092,2,73,search,2025-01-09T10:39:52
1093,7,132,add_to_cart,2025-01-17T15:34:45
1094,33,45,view,2025-01-04T22:29:31
1095,25,110,view,2025-01-06T08:31:27
1096,8,150,wishlist,2025-01-14T21:12:32
1097,48,119,view,2025-01-03T12:52:51
1098,5,22,view,2025-01-07T13:48:20
1099,41,68,search,2025-01-10T15:33:23
1100,12,105,view,2025-01-05T16:32:11
1101,20,74,add_to_cart,2025-01-16T18:53:59
1102,14,130,view,2025-01-08T18:18:33
1103,37,91,view,2025-01-04T17:52:10
1104,22,120,wishlist,2025-01-12T14:45:53
1105,29,47,view,2025-01-03T20:42:17
1106,7,16,view,2025-01-09T12:11:49
1107,25,109,search,2025-01-14T11:52:33
1108,48,52,wishlist,2025-01-06T22:15:40
1109,5,117,view,2025-01-08T16:21:52
1110,41,143,add_to_cart,2025-01-17T10:44:29
1111,12,26,view,2025-01-02T14:25:33
1112,46,94,search,2025-01-11T20:22:41
1113,2,66,view,2025-01-09T10:32:55
1114,20,148,view,2025-01-05T22:49:51
1115,14,21,wishlist,2025-01-13T19:33:18
1116,37,134,add_to_cart,2025-01-16T17:41:21
1117,7,60,view,2025-01-03T13:47:12
1118,8,114,view,2025-01-10T19:31:55
1119,48,143,search,2025-01-08T09:35:14
1120,5,59,view,2025-01-04T11:25:47
1121,41,90,wishlist,2025-01-11T17:42:11
1122,12,126,view,2025-01-07T15:44:42
1123,20,120,view,2025-01-02T21:15:14
1124,14,52,add_to_cart,2025-01-14T13:12:28
1125,37,47,view,2025-01-06T18:21:55
1126,33,91,view,2025-01-08T14:10:49
1127,25,66,wishlist,2025-01-11T21:18:33
1128,7,88,view,2025-01-05T17:54:19
1129,29,107,view,2025-01-09T09:56:30
1130,48,55,add_to_cart,2025-01-13T16:39:45
1131,5,139,view,2025-01-04T15:14:51
1132,41,108,view,2025-01-06T09:52:55
1133,12,76,search,2025-01-03T18:42:33
1134,20,33,add_to_cart,2025-01-15T19:31:58
1135,7,112,wishlist,2025-01-09T16:27:42
1136,33,119,view,2025-01-08T17:51:54
1137,8,104,view,2025-01-07T19:02:15
1138,48,57,view,2025-01-04T18:10:33
1139,5,143,add_to_cart,2025-01-17T14:19:22
1140,41,25,view,2025-01-06T12:19:44
1141,12,62,wishlist,2025-01-11T19:11:28
1142,20,116,view,2025-01-03T17:33:11
1143,14,101,view,2025-01-08T22:29:57
1144,37,33,search,2025-01-05T10:12:33
1145,7,144,view,2025-01-12T10:32:19
1146,33,60,add_to_cart,2025-01-14T18:32:49
1147,25,39,view,2025-01-02T16:43:27
1148,8,102,wishlist,2025-01-09T20:15:11
1149,48,148,view,2025-01-05T13:49:32
1150,5,28,search,2025-01-04T09:54:29
1151,41,30,view,2025-01-07T08:35:58
1152,12,40,view,2025-01-06T13:43:07
1153,20,58,wishlist,2025-01-12T14:20:56
1154,14,118,add_to_cart,2025-01-16T10:41:43
1155,37,63,view,2025-01-09T17:29:14
1156,33,130,search,2025-01-11T18:21:41
1157,25,96,view,2025-01-06T22:25:40
1158,7,39,view,2025-01-03T17:15:01
1159,8,117,add_to_cart,2025-01-15T13:42:29
1160,48,50,view,2025-01-04T21:55:37
1161,5,136,view,2025-01-07T10:51:22
1162,41,149,wishlist,2025-01-12T11:28:40
1163,12,119,view,2025-01-02T19:31:49
1164,20,52,view,2025-01-05T16:37:11
1165,14,144,add_to_cart,2025-01-17T09:45:28
1166,37,140,view,2025-01-06T14:18:59
1167,33,34,view,2025-01-04T10:21:33
1168,25,145,search,2025-01-10T11:43:21
1169,7,66,view,2025-01-08T12:11:19
1170,29,40,add_to_cart,2025-01-15T14:13:55
1171,8,109,view,2025-01-03T14:31:28
1172,48,129,wishlist,2025-01-09T21:41:22
1173,5,147,view,2025-01-06T17:35:18
1174,41,88,search,2025-01-08T20:41:59
1175,12,37,add_to_cart,2025-01-14T14:17:31
1176,20,105,view,2025-01-04T12:32:10
1177,14,43,view,2025-01-02T15:29:59
1178,37,52,wishlist,2025-01-11T13:15:54
1179,33,117,view,2025-01-06T21:42:23
1180,25,83,view,2025-01-09T10:32:50
1181,7,81,search,2025-01-04T19:35:10
1182,8,99,view,2025-01-08T17:54:12
1183,48,26,view,2025-01-05T10:53:37
1184,5,48,wishlist,2025-01-12T18:31:27
1185,41,53,view,2025-01-03T14:19:11
1186,12,142,view,2025-01-07T17:43:22
1187,20,44,add_to_cart,2025-01-15T12:38:55
1188,14,97,view,2025-01-04T21:25:31
1189,37,150,view,2025-01-03T19:29:44
1190,33,47,wishlist,2025-01-11T10:19:59
1191,25,94,view,2025-01-06T15:27:51
1192,7,19,view,2025-01-05T09:53:10
1193,29,128,search,2025-01-14T22:09:44
1194,8,52,add_to_cart,2025-01-13T16:51:01
1195,48,86,view,2025-01-02T18:51:48
1196,5,145,view,2025-01-08T13:38:21
1197,41,107,wishlist,2025-01-12T12:55:32
1198,12,150,add_to_cart,2025-01-16T16:15:29
1199,20,31,view,2025-01-03T10:49:55
1200,14,63,view,2025-01-04T13:57:33
1201,37,125,add_to_cart,2025-01-17T10:49:42
1202,29,143,view,2025-01-07T15:20:31
1203,7,56,search,2025-01-04T21:43:22
1204,23,108,view,2025-01-06T08:33:11
1205,20,32,add_to_cart,2025-01-15T18:22:41
1206,33,70,view,2025-01-03T12:14:52
1207,14,91,wishlist,2025-01-09T20:42:39
1208,48,121,view,2025-01-05T13:21:25
1209,12,33,view,2025-01-04T09:22:57
1210,45,115,search,2025-01-13T19:28:55
1211,5,47,view,2025-01-02T17:29:31
1212,41,83,add_to_cart,2025-01-16T14:15:11
1213,9,135,view,2025-01-08T21:12:44
1214,46,143,wishlist,2025-01-11T18:51:54
1215,1,102,view,2025-01-07T10:12:00
1216,32,67,add_to_cart,2025-01-14T08:43:01
1217,25,140,view,2025-01-06T20:23:44
1218,8,55,view,2025-01-05T09:41:49
1219,29,31,search,2025-01-12T18:42:11
1220,12,95,add_to_cart,2025-01-15T11:19:33
1221,37,148,view,2025-01-03T20:16:22
1222,33,58,view,2025-01-04T11:55:10
1223,20,123,search,2025-01-10T22:03:21
1224,14,63,view,2025-01-05T14:51:49
1225,41,69,wishlist,2025-01-13T19:14:11
1226,5,142,view,2025-01-08T14:22:40
1227,47,71,view,2025-01-07T16:41:39
1228,29,135,add_to_cart,2025-01-17T13:33:52
1229,8,123,view,2025-01-02T18:52:51
1230,2,48,search,2025-01-14T11:55:31
1231,45,74,view,2025-01-09T10:50:17
1232,10,136,view,2025-01-04T19:32:44
1233,23,81,wishlist,2025-01-11T17:50:27
1234,1,13,view,2025-01-05T12:17:51
1235,37,141,add_to_cart,2025-01-15T16:51:30
1236,12,49,search,2025-01-03T15:44:29
1237,25,72,view,2025-01-10T13:14:27
1238,48,33,view,2025-01-07T09:19:04
1239,7,146,add_to_cart,2025-01-14T12:49:21
1240,14,108,view,2025-01-06T18:39:47
1241,41,97,view,2025-01-02T21:23:35
1242,29,114,search,2025-01-11T12:25:10
1243,5,58,view,2025-01-03T18:55:20
1244,10,142,view,2025-01-12T19:47:55
1245,22,139,wishlist,2025-01-08T17:37:22
1246,33,67,view,2025-01-06T14:59:44
1247,32,100,add_to_cart,2025-01-16T21:11:14
1248,27,52,view,2025-01-04T13:15:55
